date,Apple_Price,Apple_Vol.
2022-01-25,159.78,115800000.0
2022-01-26,159.69,108280000.0
2022-01-27,159.22,121960000.0
2022-01-28,170.33,179940000.0
2022-01-31,174.78,115540000.0
2022-02-01,174.61,86210000.0
2022-02-02,175.84,84910000.0
2022-02-03,172.9,89420000.0
2022-02-04,172.39,82470000.0
2022-02-07,171.66,77250000.0
2022-02-08,174.83,74830000.0
2022-02-09,176.28,71290000.0
2022-02-10,172.12,90870000.0
2022-02-11,168.64,98670000.0
2022-02-14,168.88,86190000.0
2022-02-15,172.79,64290000.00000001
2022-02-16,172.55,61180000.0
2022-02-17,168.88,69590000.0
2022-02-18,167.3,82770000.0
2022-02-21,167.3,82770000.0
2022-02-22,167.3,82770000.0
2022-02-23,160.07,90010000.0
2022-02-24,162.74,141150000.0
2022-02-25,164.85,91970000.0
2022-02-28,165.12,95060000.0
2022-03-01,163.2,83470000.0
2022-03-02,166.56,79730000.0
2022-03-03,166.23,76680000.0
2022-03-04,163.17,83820000.0
2022-03-07,159.3,96420000.0
2022-03-08,157.44,131150000.0
2022-03-09,162.95,91460000.0
2022-03-10,158.52,105340000.0
2022-03-11,154.73,96970000.0
2022-03-14,150.62,108730000.0
2022-03-15,155.09,92960000.0
2022-03-16,159.59,102300000.0
2022-03-17,160.62,75620000.0
2022-03-18,163.98,123510000.0
